dt_day,transaction_count,rolling_mean,rolling_std,z_score,anomaly_flag
1,5122,5122.0,0.0,0.0,0
2,3730,4426.0,984.2926394116741,-0.7071067811865476,0
3,3241,4031.0,975.9564539465888,-0.8094623451747104,0
4,4036,4032.25,796.8690293893973,0.004705917612174545,0
5,3964,4018.6,690.7834682445723,-0.07904068714723315,0
6,3717,3968.3333333333335,630.0046560674506,-0.3989388505510106,0
7,3786,3942.285714285714,579.2272767189387,-0.26981760108225966,0
8,3999,3781.8571428571427,272.1380951964329,0.7979142243430517,0
9,3907,3807.1428571428573,274.7273973544371,0.36347719164067527,0
10,3445,3836.285714285714,207.17763254891034,-1.8886484485401183,0
11,4319,3876.714285714286,270.5615852787888,1.6346951612882499,0
12,4164,3905.285714285714,291.0960404435358,0.8887592057936936,0
13,4183,3971.8571428571427,294.1294661490798,0.7178568672743566,0
14,4446,4066.1428571428573,328.4084999769991,1.1566605093465818,0
15,5034,4214.0,487.56538023120527,1.6818257268618069,0
16,4325,4273.714285714285,468.9405485722448,0.10936506651399888,0
17,3805,4325.142857142857,372.79191182724077,-1.395263257170401,0
18,5585,4506.0,604.4391339635994,1.785125977738198,0
19,5526,4700.571428571428,689.2640657838992,1.1975505650215676,0
20,5749,4924.285714285715,745.1504801684267,1.1067754871846487,0
21,5677,5100.142857142857,758.5992417105413,0.7604240963336667,0
22,6852,5359.857142857143,1003.7683047017416,1.4865411172613487,0
23,5872,5580.857142857143,903.2145239036381,0.3223407611788119,0
24,6065,5903.714285714285,455.6766815355358,0.3539477020026904,0
25,5742,5926.142857142857,441.0024295365536,-0.4175551988145991,0
26,3458,5630.714285714285,1039.8371209450245,-2.0894755937734555,0
27,3585,5321.571428571428,1290.318934365047,-1.3458466603266408,0
28,3332,4986.571428571428,1473.9984008520098,-1.122505579120739,0
29,4302,4622.285714285715,1231.2536584427135,-0.2601297564393118,0
30,3371,4265.0,1169.4921974942768,-0.7644343433119613,0
31,2982,3824.5714285714284,935.8169082220492,-0.9003592702468082,0
32,2387,3345.285714285714,582.6084203206797,-1.6448195406414725,0
33,3403,3337.4285714285716,581.204168700012,0.11281995571038836,0
34,4264,3434.4285714285716,678.0080769289842,1.223542103405236,0
35,3830,3505.5714285714284,691.4629074512528,0.4691915761966499,0
36,3571,3401.1428571428573,600.3291954062616,0.28294000051454266,0
37,3030,3352.4285714285716,616.7924710799725,-0.5227504980143732,0
38,2544,3289.8571428571427,679.6482984042522,-1.0974163322535235,0
39,3017,3379.8571428571427,573.6042272541199,-0.6325914726852049,0
40,2914,3310.0,599.5078537155728,-0.6605418053253329,0
41,2962,3124.0,433.0654300064267,-0.37407742289103035,0
42,2881,2988.4285714285716,304.74845208401405,-0.35251556060063366,0
43,3606,2993.4285714285716,315.9798818188736,1.938640602829795,0
44,2786,2958.5714285714284,324.6135431261852,-0.5316211606868962,0
45,2300,2923.714285714286,384.18429357348083,-1.6234767952453824,0
46,2786,2890.714285714286,384.75650927379286,-0.2721572817882363,0
47,2971,2898.8571428571427,385.9328216893786,0.18693112658068284,0
48,3062,2913.1428571428573,390.4836439474247,0.3812122355557228,0
49,3053,2937.714285714286,393.5237029225659,0.2929574849736538,0
50,3336,2899.1428571428573,324.23675946823033,1.3473399610013905,0
51,2826,2904.8571428571427,322.2568481668917,-0.24470276832194363,0
52,2333,2909.5714285714284,312.0122097732747,-1.8479130319624255,0
53,2908,2927.0,307.33152566349213,-0.06182248944029176,0
54,2798,2902.285714285714,310.1465859265384,-0.33624653314873315,0
55,2771,2860.714285714286,304.6242025215452,-0.2945080691936831,0
56,2789,2823.0,292.96985055345834,-0.11605289737414808,0
57,3274,2814.1428571428573,275.27890618508803,1.6705135501662833,0
58,2681,2793.4285714285716,279.65863544853136,-0.4020207394928201,0
59,2402,2803.285714285714,261.3412292295656,-1.5354856769775866,0
60,2932,2806.714285714286,263.0954923506299,0.4761986348239853,0
61,3111,2851.4285714285716,286.8895589727893,0.9047782341777314,0
62,3057,2892.285714285714,293.8081654672327,0.5606184751616637,0
63,3975,3061.714285714286,496.42042473615214,1.839742421499128,0
64,4317,3210.714285714286,689.6701419968022,1.6040794677332049,0
65,3209,3286.1428571428573,649.8011051009847,-0.11871764534913906,0
66,2584,3312.1428571428573,611.0118461948681,-1.1917000655182601,0
67,3223,3353.714285714286,590.3887742512471,-0.22140374515091765,0
68,3158,3360.4285714285716,587.4282529645111,-0.3446013541347339,0
69,3130,3370.8571428571427,581.7643934822712,-0.41401148911063873,0
70,2913,3219.1428571428573,534.512684156133,-0.5727513419558664,0
71,3267,3069.1428571428573,242.804055822371,0.8148840108416051,0
72,2744,3002.714285714286,261.08473355449416,-0.9909207719350867,0
73,2304,2962.714285714286,344.15873967577954,-1.9139838968925749,0
74,3122,2948.285714285714,333.3760210761329,0.5210761264518625,0
75,3054,2933.4285714285716,324.67617566985376,0.37135902664453957,0
76,3456,2980.0,376.7726989401562,1.2633611759529433,0
77,3006,2993.285714285714,375.65441311825566,0.033845697721866866,0
78,3166,2978.8571428571427,365.18279832223635,0.5124635059555105,0
79,2688,2970.8571428571427,371.7397963501609,-0.7609008925982865,0
80,2204,2956.5714285714284,402.3028946547637,-1.870658746358879,0
81,2863,2919.5714285714284,396.4197510816051,-0.14270587784053906,0
82,2970,2907.5714285714284,392.9282619608848,0.1588803287323379,0
83,2934,2833.0,312.8775053168822,0.32281003997940744,0
84,3350,2882.1428571428573,366.9261635857984,1.2750716337177834,0
85,3574,2940.4285714285716,443.86929650622966,1.4273828659886512,0
86,2661,2936.5714285714284,446.5377390332593,-0.6171290900698164,0
87,2549,2985.8571428571427,363.5296542564205,-1.201709785548883,0
88,3021,3008.4285714285716,359.51303042810883,0.03496793581155698,0
89,3226,3045.0,367.87588486696177,0.4920137672667961,0
90,3353,3104.8571428571427,380.6702109750556,0.6518578286103861,0
91,4007,3198.714285714286,510.1570719839358,1.5843859835999021,0
92,6252,3581.285714285714,1272.7103250263035,2.098446310364528,0
93,4524,3847.4285714285716,1242.6255613475346,0.5444692670233963,0
94,2931,3902.0,1183.060156261432,-0.8207528542491367,0
95,3711,4000.5714285714284,1124.7291314123638,-0.25745881429051537,0
96,3243,4003.0,1122.7945790155286,-0.676882498547839,0
97,3102,3967.1428571428573,1150.6742123021327,-0.7518573440626448,0
98,3666,3918.4285714285716,1155.9118849264748,-0.21838046197148325,0
99,3301,3496.8571428571427,533.6039194544301,-0.3670459224838376,0
100,3052,3286.5714285714284,300.48120137695435,-0.7806525915648149,0
101,2500,3225.0,409.76822717236746,-1.7692928634387055,0
102,3166,3147.1428571428573,349.3596182404704,0.05397630943185585,0
103,3101,3126.8571428571427,346.98051269554094,-0.07452044685815278,0
104,3115,3128.714285714286,346.8600651010275,-0.03953838188403533,0
105,3034,3038.4285714285716,253.3461776192199,-0.01748031673573428,0
106,3221,3027.0,241.03250126621967,0.8048707082275497,0
107,2809,2992.285714285714,253.98275157030133,-0.7216463053199954,0
108,2287,2961.8571428571427,325.4854981774037,-2.0733862080986363,0
109,3151,2959.714285714286,323.96332831853243,0.5904548372142763,0
110,3018,2947.8571428571427,319.41740120171795,0.21959623013325075,0
111,3180,2957.1428571428573,325.9639185407786,0.6836865376229145,0
112,3225,2984.4285714285716,341.11183754638165,0.7052567577304246,0
113,3227,2985.285714285714,341.81218736106354,0.7071552585073797,0
114,2758,2978.0,346.7044851166239,-0.6345461609070235,0
115,2461,3002.8571428571427,290.6047880836211,-1.8645843601903218,0
116,3111,2997.1428571428573,287.58385940532133,0.3959093639419873,0
